ID	DOCULECT	CONCEPT	IPA	COGID	SOURCE_COGNATE_CLASS	NOTE	PARTIAL	PARTIALIDS	CONCEPTICON_ID	TOKENS	CLPA	GLOTTOLOG
27978	Beijing	the mother	niaŋ³⁵	854	娘	[2]	娘	622	1216	n i a ŋ ³⁵	c105 v191 v130 c795 t017	mand1415
27979	Jinan	the mother	ȵiaŋ⁴²	854	娘〔媽〕		娘	622	1216	nʲ i a ŋ ⁴²	c099 v191 v130 c795 t027	mand1415
27980	Shenyang	the mother	ma³³ma⁰	853	媽媽		媽媽	621 621	1216	m a ³³ m a ⁰	c239 v130 t013 c239 v130 t023	mand1415
27981	Xian	the mother	mɑ²¹	852	媽		媽	621	1216	m ɑ ²¹	c239 v089 t004	mand1415
27982	Chengdu	the mother	ma⁴⁴ma⁴⁴	853	媽媽		媽媽	621 621	1216	m a ⁴⁴ m a ⁴⁴	c239 v130 t030 c239 v130 t030	mand1415
27983	Kunming	the mother	ma⁵³	852	媽		媽	621	1216	m a ⁵³	c239 v130 t037	mand1415
27984	Kunming	the mother	ma⁴⁴ma⁴⁴	853	媽媽	[2]	媽媽	621 621	1216	m a ⁴⁴ m a ⁴⁴	c239 v130 t030 c239 v130 t030	mand1415
27985	Hefei	the mother	ma²¹²	852	媽〔爺〕		媽	621	1216	m a ²¹²	c239 v130 t005	mand1415
27986	Yangzhou	the mother	mɑ³¹mɑ³¹	853	媽媽		媽媽	621 621	1216	m ɑ ³¹ m ɑ ³¹	c239 v089 t014 c239 v089 t014	mand1415
27987	Yangzhou	the mother	ṃ³⁴mɑ³¹	856	姆媽	[2]	姆媽	623 621	1216	m̩ ³⁴ m ɑ ³¹	c233 t016 c239 v089 t014	mand1415
27988	Suzhou	the mother	ṃ⁴⁴mɒ⁴⁴₂₁	856	姆媽		姆媽	623 621	1216	m̩ ⁴⁴ m ɒ ⁴⁴	c233 t030 c239 v052 t030	wuch1236
27989	Suzhou	the mother	ȵiaŋ²⁴	854	娘	[2]	娘	622	1216	nʲ i a ŋ ²⁴	c099 v191 v130 c795 t008	wuch1236
27990	Wenzhou	the mother	a²³ma⁴⁵	857	阿媽		阿媽	624 621	1216	a ²³ m a ⁴⁵	v130 t003 c239 v130 t033	wuch1236
27991	Wenzhou	the mother	na⁴⁴	864	〔阿〕奶	[2]	奶	625	1216	n a ⁴⁴	c105 v130 t030	wuch1236
27992	Changsha	the mother	ma³³ma³³	853	媽媽		媽媽	621 621	1216	m a ³³ m a ³³	c239 v130 t013 c239 v130 t013	xian1251
27993	Nanchang	the mother	ṃ⁴²ma⁰	856	姆媽		姆媽	623 621	1216	m̩ ⁴² m a ⁰	c233 t027 c239 v130 t023	gan1239
27994	Nanchang	the mother	ȵiɔŋ⁵⁵	854	娘	[2]	娘	622	1216	nʲ i ɔ ŋ ⁵⁵	c099 v191 v067 c795 t041	gan1239
27995	Meixian	the mother	a⁴⁴mɛ⁴⁴	859	阿姆		阿姆	624 623	1216	a ⁴⁴ m ɛ ⁴⁴	v130 t030 c239 v229 t030	hak1236
27996	Meixian	the mother	ɔi⁴⁴ɛ⁰	865	?!	[2] 㗒 （但是口是女）	AB	626 627	1216	ɔ i ⁴⁴ ɛ ⁰	v067 v191 t030 v229 t023	hak1236
27997	Guangzhou	the mother	ma⁵⁵₂₁ma⁵⁵	853	媽媽		媽媽	621 621	1216	m a ⁵⁵ m a ⁵⁵	c239 v130 t041 c239 v130 t041	yuec1235
27998	Guangzhou	the mother	lou²³mou²³₃₅	866	老母	[2]	老母	628 629	1216	l o u ²³ m o u ²³	c548 v042 v027 t003 c239 v042 v027 t003	yuec1235
27999	Yangjiang	the mother	a³³ma²⁴	857	阿媽		阿媽	624 621	1216	a ³³ m a ²⁴	v130 t013 c239 v130 t008	yuec1235
28000	Yangjiang	the mother	a³³niɛŋ⁴⁴³	858	阿娘	[2]	阿娘	624 622	1216	a ³³ n i ɛ ŋ ⁴⁴³	v130 t013 c105 v191 v229 c795 t031	yuec1235
28001	Yangjiang	the mother	a³³nai²¹	860	阿奶	[3]	阿奶	624 625	1216	a ³³ n a i ²¹	v130 t013 c105 v130 v191 t004	yuec1235
28002	Xiamen	the mother	a⁵⁵₃₃bu⁵¹	861	阿母〔仔〕		阿母	624 629	1216	a ⁵⁵ b u ⁵¹	v130 t041 c254 v027 t038	minn1241
28003	Xiamen	the mother	bu⁵¹a⁵¹₁₁	867	母仔	[2] !SIC! 51-11-sandhi checked from source @JML	母B	629 627	1216	b u ⁵¹ a ⁵¹	c254 v027 t038 v130 t038	minn1241
28004	Xiamen	the mother	lau³³₁₁bu⁵¹	866	老母	[3]	老母	628 629	1216	l a u ³³ b u ⁵¹	c548 v130 v027 t013 c254 v027 t038	minn1241
28005	Chaozhou	the mother	a³³₂₃ma⁵⁵	857	阿媽		阿媽	624 621	1216	a ³³ m a ⁵⁵	v130 t013 c239 v130 t041	min1241
28006	Chaozhou	the mother	a³³₂₃nie⁵⁵	858	阿娘	[2]	阿娘	624 622	1216	a ³³ n i e ⁵⁵	v130 t013 c105 v191 v200 t041	min1241
28007	Chaozhou	the mother	a³³₂₃ne³³	862	阿姈	[3]	阿姈	624 630	1216	a ³³ n e ³³	v130 t013 c105 v200 t013	min1241
28008	Chaozhou	the mother	a³³₂₃ai⁵⁵	863	阿嬡	[4]	阿嬡	624 631	1216	a ³³ a i ⁵⁵	v130 t013 v130 v191 t041	min1241
28009	Fuzhou	the mother	i⁴⁴ma⁴⁴	868	依 媽	[*]	依媽	632 621	1216	i ⁴⁴ m a ⁴⁴	v191 t030 c239 v130 t030	mind1253
28010	Fuzhou	the mother	i⁴⁴₅₂nɛ³¹	869	依 奶	[2][*]	依奶	632 625	1216	i ⁴⁴ n ɛ ³¹	v191 t030 c105 v229 t014	mind1253
28011	Fuzhou	the mother	nouŋ⁵²₃₁nɛ³¹	855	娘奶	[3]	娘奶	622 625	1216	n o u ŋ ⁵² n ɛ ³¹	c105 v042 v027 c795 t036 c105 v229 t014	mind1253
29253	Beijing	the mouse or rat	xau⁵¹tsɿ⁰	64	耗子		耗子	1065 1066	2139	x a u ⁵¹ ts ɿ ⁰	c772 v130 v027 t038 c015 v082 t023	mand1415
29254	Jinan	the mouse or rat	lɔ⁵⁵ʂu⁰	65	老鼠		老鼠	1067 1068	2139	l ɔ ⁵⁵ ʂ u ⁰	c548 v067 t041 c699 v027 t023	mand1415
29255	Shenyang	the mouse or rat	xau⁴¹tsɿ⁰	64	耗子		耗子	1065 1066	2139	x a u ⁴¹ ts ɿ ⁰	c772 v130 v027 t029 c015 v082 t023	mand1415
29256	Xian	the mouse or rat	lɑu⁵³₂₁fu⁰	65	老鼠		老鼠	1067 1068	2139	l ɑ u ⁵³ f u ⁰	c548 v089 v027 t037 c447 v027 t023	mand1415
29257	Chengdu	the mouse or rat	xau¹³tsɿ⁵³	64	耗子		耗子	1065 1066	2139	x a u ¹³ ts ɿ ⁵³	c772 v130 v027 t020 c015 v082 t037	mand1415
29258	Kunming	the mouse or rat	lau⁵³tʂʰu⁵³	65	老鼠		老鼠	1067 1068	2139	l a u ⁵³ ʈʂʰ u ⁵³	c548 v130 v027 t037 c691 v027 t037	mand1415
29259	Hefei	the mouse or rat	nɔ²⁴tʂʰu²⁴tsə⁰	66	老鼠子		老鼠子	1067 1068 1066	2139	n ɔ ²⁴ ʈʂʰ u ²⁴ ts ə ⁰	c105 v067 t008 c691 v027 t008 c015 v155 t023	mand1415
29260	Yangzhou	the mouse or rat	lɔ⁴²tsʰu⁰	65	老鼠		老鼠	1067 1068	2139	l ɔ ⁴² tsʰ u ⁰	c548 v067 t027 c013 v027 t023	mand1415
29261	Suzhou	the mouse or rat	læ³¹₂₂zoŋ²⁴₃₃	67	老蟲		老蟲	1067 1069	2139	l æ ³¹ z o ŋ ²⁴	c548 v198 t014 c078 v042 c795 t008	wuch1236
29262	Wenzhou	the mouse or rat	lɜ²⁴tsʰei⁴⁵	65	老鼠		老鼠	1067 1068	2139	l ɜ ²⁴ tsʰ e i ⁴⁵	c548 v149 t008 c013 v200 v191 t033	wuch1236
29263	Changsha	the mouse or rat	lau⁴¹ɕy⁴¹tsɿ⁰	66	老鼠子		老鼠子	1067 1068 1066	2139	l a u ⁴¹ ɕ y ⁴¹ ts ɿ ⁰	c548 v130 v027 t029 c202 v166 t029 c015 v082 t023	xian1251
29264	Nanchang	the mouse or rat	lau³¹ɕy²¹³	65	老鼠		老鼠	1067 1068	2139	l a u ³¹ ɕ y ²¹³	c548 v130 v027 t014 c202 v166 t006	gan1239
29265	Meixian	the mouse or rat	lau³¹tsʰu³¹	65	老鼠		老鼠	1067 1068	2139	l a u ³¹ tsʰ u ³¹	c548 v130 v027 t014 c013 v027 t014	hak1236
29266	Guangzhou	the mouse or rat	lou²³ʃy³⁵	65	老鼠		老鼠	1067 1068	2139	l o u ²³ ʃ y ³⁵	c548 v042 v027 t003 c677 v166 t017	yuec1235
29267	Yangjiang	the mouse or rat	lou²¹ʃi²¹	65	老鼠		老鼠	1067 1068	2139	l o u ²¹ ʃ i ²¹	c548 v042 v027 t004 c677 v191 t004	yuec1235
29268	Xiamen	the mouse or rat	nĩãũ⁵⁵₃₃tsʰu⁵¹	69	貓鼠		貓鼠	1070 1068	2139	n ĩ ã ũ ∼ ⁵⁵ tsʰ u ⁵¹	c105 v193 v147 v025 m002 t041 c013 v027 t038	minn1241
29269	Chaozhou	the mouse or rat	ŋiəu³³₃₅tsʰɿ⁵³₂₁	69	貓鼠		貓鼠	1070 1068	2139	ŋ i ə u ³³ tsʰ ɿ ⁵³	c795 v191 v155 v027 t013 c013 v082 t037	min1241
29270	Fuzhou	the mouse or rat	lɔ³¹₄₅zy³¹	65	老鼠		老鼠	1067 1068	2139	l ɔ ³¹ z y ³¹	c548 v067 t014 c078 v166 t014	mind1253
28753	Beijing	the mud	ni³⁵	1158	泥		泥	921	640	n i ³⁵	c105 v191 t017	mand1415
28754	Jinan	the mud	ȵi⁴²	1158	泥		泥	921	640	nʲ i ⁴²	c099 v191 t027	mand1415
28755	Shenyang	the mud	ȵi³⁵	1158	泥		泥	921	640	nʲ i ³⁵	c099 v191 t017	mand1415
28756	Xian	the mud	ȵi²⁴	1158	泥		泥	921	640	nʲ i ²⁴	c099 v191 t008	mand1415
28757	Chengdu	the mud	ȵi³¹pa⁴⁴	1159	泥巴		泥巴	921 922	640	nʲ i ³¹ p a ⁴⁴	c099 v191 t014 c288 v130 t030	mand1415
28758	Kunming	the mud	ȵi³¹pa⁴⁴	1159	泥巴		泥巴	921 922	640	nʲ i ³¹ p a ⁴⁴	c099 v191 t014 c288 v130 t030	mand1415
28759	Hefei	the mud	nɿ⁵⁵	1158	泥		泥	921	640	n ɿ ⁵⁵	c105 v082 t041	mand1415
28760	Yangzhou	the mud	li³⁴	1158	〔爛〕泥		泥	921	640	l i ³⁴	c548 v191 t016	mand1415
28761	Suzhou	the mud	lɛ³¹₂₂ȵi²⁴₃₃	1160	爛泥		爛泥	923 921	640	l ɛ ³¹ nʲ i ²⁴	c548 v229 t014 c099 v191 t008	wuch1236
28762	Wenzhou	the mud	la¹¹vu³¹ȵi³¹	1161	爛汙泥		爛汙泥	923 924 921	640	l a ¹¹ v u ³¹ nʲ i ³¹	c548 v130 t021 c446 v027 t014 c099 v191 t014	wuch1236
28763	Changsha	the mud	ȵi¹³pa³³	1159	泥巴		泥巴	921 922	640	nʲ i ¹³ p a ³³	c099 v191 t020 c288 v130 t013	xian1251
28764	Nanchang	the mud	ȵi⁵⁵pa⁴²	1159	泥巴		泥巴	921 922	640	nʲ i ⁵⁵ p a ⁴²	c099 v191 t041 c288 v130 t027	gan1239
28765	Meixian	the mud	nɛ¹²	1158	泥		泥	921	640	n ɛ ¹²	c105 v229 t019	hak1236
28766	Guangzhou	the mud	nɐi²¹	1158	泥		泥	921	640	n ɐ i ²¹	c105 v119 v191 t004	yuec1235
28767	Yangjiang	the mud	nɐui⁴⁴³	1158	泥		泥	921	640	n ɐ u i ⁴⁴³	c105 v119 v027 v191 t031	yuec1235
28768	Xiamen	the mud	tʰɔ²⁴	1162	塗		塗	925	640	tʰ ɔ ²⁴	c136 v067 t008	minn1241
28769	Chaozhou	the mud	tʰou⁵⁵	1162	塗		塗	925	640	tʰ o u ⁵⁵	c136 v042 v027 t041	min1241
28770	Fuzhou	the mud	tʰu⁵²	1162	塗		塗	925	640	tʰ u ⁵²	c136 v027 t036	mind1253
27671	Beijing	the neck	po³⁵tsɿ⁰	688	脖子		脖子	450 451	1333	p o ³⁵ ts ɿ ⁰	c288 v042 t017 c015 v082 t023	mand1415
27672	Jinan	the neck	pə⁴²tsɿ⁰	688	脖子		脖子	450 451	1333	p ə ⁴² ts ɿ ⁰	c288 v155 t027 c015 v082 t023	mand1415
27673	Jinan	the neck	pər⁴²kəŋ⁵⁵	689	脖兒梗	[2]	脖梗	450 452	1333	p ə r ⁴² k ə ŋ ⁵⁵	c288 v155 c151 t027 c831 v155 c795 t041	mand1415
27674	Shenyang	the neck	pə³⁵tsɿ⁰	690	膀子		膀子	453 451	1333	p ə ³⁵ ts ɿ ⁰	c288 v155 t017 c015 v082 t023	mand1415
27675	Xian	the neck	pʰo²⁴	687	脖〔子〕		脖	450	1333	pʰ o ²⁴	c261 v042 t008	mand1415
27676	Chengdu	the neck	tɕin⁵³xaŋ¹³	692	頸項		頸項	454 455	1333	tɕ i n ⁵³ x a ŋ ¹³	c198 v191 c105 t037 c772 v130 c795 t020	mand1415
27677	Kunming	the neck	po³¹tsɿ⁵³	688	脖子		脖子	450 451	1333	p o ³¹ ts ɿ ⁵³	c288 v042 t014 c015 v082 t037	mand1415
27678	Hefei	the neck	nɔ²⁴tɕin²⁴pa⁵³tsə⁰	695	腦頸把子		腦頸把子	456 454 457 451	1333	n ɔ ²⁴ tɕ i n ²⁴ p a ⁵³ ts ə ⁰	c105 v067 t008 c198 v191 c105 t008 c288 v130 t037 c015 v155 t023	mand1415
27679	Yangzhou	the neck	tɕiŋ⁴²xɑŋ⁵⁵	692	頸項		頸項	454 455	1333	tɕ i ŋ ⁴² x ɑ ŋ ⁵⁵	c198 v191 c795 t027 c772 v089 c795 t041	mand1415
27680	Suzhou	the neck	dʏ²⁴₂₂tɕin⁴¹₄₄	696	頭頸		頭頸	458 454	1333	d ʏ ²⁴ tɕ i n ⁴¹	c143 v173 t008 c198 v191 c105 t029	wuch1236
27681	Suzhou	the neck	tɕin⁴¹kən⁴⁴₃₅	693	頸根	[2]	頸根	454 459	1333	tɕ i n ⁴¹ k ə n ⁴⁴	c198 v191 c105 t029 c831 v155 c105 t030	wuch1236
27682	Wenzhou	the neck	diu³¹tɕiaŋ⁴⁵	696	頭頸		頭頸	458 454	1333	d i u ³¹ tɕ i a ŋ ⁴⁵	c143 v191 v027 t014 c198 v191 v130 c795 t033	wuch1236
27683	Changsha	the neck	tɕin⁴¹kən³³	693	頸根		頸根	454 459	1333	tɕ i n ⁴¹ k ə n ³³	c198 v191 c105 t029 c831 v155 c105 t013	xian1251
27684	Nanchang	the neck	tɕiaŋ²¹¹³	691	頸		頸	454	1333	tɕ i a ŋ ²¹³	c198 v191 v130 c795 t006	gan1239
27685	Meixian	the neck	kiaŋ³¹kiun⁴⁴	694	頸筋		頸筋	454 460	1333	k i a ŋ ³¹ k i u n ⁴⁴	c831 v191 v130 c795 t014 c831 v191 v027 c105 t030	hak1236
27686	Guangzhou	the neck	kɛŋ³⁵	691	頸		頸	454	1333	k ɛ ŋ ³⁵	c831 v229 c795 t017	yuec1235
27687	Yangjiang	the neck	kɪɕ²¹	691	頸		頸	454	1333	k ɪ ɕ ²¹	c831 v219 c202 t004	yuec1235
27688	Xiamen	the neck	am³³₁₁kun⁵¹	698	頷管		頷管	461 462	1333	a m ³³ k u n ⁵¹	v130 c239 t013 c831 v027 c105 t038	minn1241
27689	Chaozhou	the neck	am³⁵	697	頷		頷	461	1333	a m ³⁵	v130 c239 t017	min1241
27690	Fuzhou	the neck	ta⁵²auʔ²³	699	脰脗		脰脗	463 464	1333	t a ⁵² a u ʔ ²³	c118 v130 t036 v130 v027 c405 t003	mind1253
27276	Beijing	the needle (for sewing)	tʂən⁵⁵	540	針		針	300	1382	tʂ ə n ⁵⁵	c175 v155 c105 t041	mand1415
27277	Jinan	the needle (for sewing)	tʂẽ²¹³	540	針		針	300	1382	tʂ ẽ ∼ ²¹³	c175 v201 m002 t006	mand1415
27278	Shenyang	the needle (for sewing)	tsən³³	540	針		針	300	1382	ts ə n ³³	c015 v155 c105 t013	mand1415
27279	Xian	the needle (for sewing)	tʂẽ²¹	540	針		針	300	1382	tʂ ẽ ∼ ²¹	c175 v201 m002 t004	mand1415
27280	Chengdu	the needle (for sewing)	tsən⁴⁴	540	針		針	300	1382	ts ə n ⁴⁴	c015 v155 c105 t030	mand1415
27281	Kunming	the needle (for sewing)	tʂə̃⁴⁴	540	針		針	300	1382	tʂ ə̃ ∼ ⁴⁴	c175 v153 m002 t030	mand1415
27282	Hefei	the needle (for sewing)	tʂən²¹²	540	針		針	300	1382	tʂ ə n ²¹²	c175 v155 c105 t005	mand1415
27283	Yangzhou	the needle (for sewing)	tsəŋ³¹	540	針		針	300	1382	ts ə ŋ ³¹	c015 v155 c795 t014	mand1415
27284	Suzhou	the needle (for sewing)	tsən⁴⁴	540	針		針	300	1382	ts ə n ⁴⁴	c015 v155 c105 t030	wuch1236
27285	Suzhou	the needle (for sewing)	in³¹₂₂siɪ⁵¹³₄₄	541	引綫	[2]	引綫	301 302	1382	i n ³¹ s i ɪ ⁵¹³	v191 c105 t014 c087 v191 v219 t039	wuch1236
27286	Wenzhou	the needle (for sewing)	tsaŋ⁴⁴	540	針		針	300	1382	ts a ŋ ⁴⁴	c015 v130 c795 t030	wuch1236
27287	Changsha	the needle (for sewing)	tsən³³	540	針		針	300	1382	ts ə n ³³	c015 v155 c105 t013	xian1251
27288	Nanchang	the needle (for sewing)	tsən⁴²	540	針		針	300	1382	ts ə n ⁴²	c015 v155 c105 t027	gan1239
27289	Meixian	the needle (for sewing)	tsəm⁴⁴	540	針		針	300	1382	ts ə m ⁴⁴	c015 v155 c239 t030	hak1236
27290	Guangzhou	the needle (for sewing)	tʃɐm⁵³	540	針		針	300	1382	tʃ ɐ m ⁵³	c645 v119 c239 t037	yuec1235
27291	Yangjiang	the needle (for sewing)	tʃɐm³³	540	針		針	300	1382	tʃ ɐ m ³³	c645 v119 c239 t013	yuec1235
27292	Xiamen	the needle (for sewing)	tsiam⁵⁵	540	針		針	300	1382	ts i a m ⁵⁵	c015 v191 v130 c239 t041	minn1241
27293	Chaozhou	the needle (for sewing)	tsam³³	540	針		針	300	1382	ts a m ³³	c015 v130 c239 t013	min1241
27294	Fuzhou	the needle (for sewing)	tseiŋ⁴⁴	540	針		針	300	1382	ts e i ŋ ⁴⁴	c015 v200 v191 c795 t030	mind1253
27613	Beijing	the nose	pi³⁵tsɿ⁰	661	鼻子		鼻子	427 428	1221	p i ³⁵ ts ɿ ⁰	c288 v191 t017 c015 v082 t023	mand1415
27614	Jinan	the nose	pi⁴²tsɿ⁰	661	鼻子		鼻子	427 428	1221	p i ⁴² ts ɿ ⁰	c288 v191 t027 c015 v082 t023	mand1415
27615	Shenyang	the nose	pi³⁵tsɿ⁰	661	鼻子		鼻子	427 428	1221	p i ³⁵ ts ɿ ⁰	c288 v191 t017 c015 v082 t023	mand1415
27616	Xian	the nose	pʰi²⁴tsɿ⁰	661	鼻子		鼻子	427 428	1221	pʰ i ²⁴ ts ɿ ⁰	c261 v191 t008 c015 v082 t023	mand1415
27617	Chengdu	the nose	pi³¹tsɿ⁵³	661	鼻子		鼻子	427 428	1221	p i ³¹ ts ɿ ⁵³	c288 v191 t014 c015 v082 t037	mand1415
27618	Kunming	the nose	pi³¹tsɿ⁵³	661	鼻子		鼻子	427 428	1221	p i ³¹ ts ɿ ⁵³	c288 v191 t014 c015 v082 t037	mand1415
27619	Hefei	the nose	piəʔ⁴tsə⁰	661	鼻子		鼻子	427 428	1221	p i ə ʔ ⁴ ts ə ⁰	c288 v191 v155 c405 t026 c015 v155 t023	mand1415
27620	Yangzhou	the nose	piəʔ⁴tsɛ⁰	661	鼻子		鼻子	427 428	1221	p i ə ʔ ⁴ ts ɛ ⁰	c288 v191 v155 c405 t026 c015 v229 t023	mand1415
27621	Suzhou	the nose	biɪʔ²³dʏ²⁴₂₁	662	鼻頭		鼻頭	427 429	1221	b i ɪ ʔ ²³ d ʏ ²⁴	c254 v191 v219 c405 t003 c143 v173 t008	wuch1236
27622	Wenzhou	the nose	bi¹²diu³¹	662	鼻頭		鼻頭	427 429	1221	b i ¹² d i u ³¹	c254 v191 t019 c143 v191 v027 t014	wuch1236
27623	Changsha	the nose	pi²⁴tsɿ⁰	661	鼻子		鼻子	427 428	1221	p i ²⁴ ts ɿ ⁰	c288 v191 t008 c015 v082 t023	xian1251
27624	Nanchang	the nose	pʰit⁵kuŋ⁴²	663	鼻公		鼻公	427 430	1221	pʰ i t ⁵ k u ŋ ⁴²	c261 v191 c118 t035 c831 v027 c795 t027	gan1239
27625	Meixian	the nose	pʰi⁴²kuŋ⁴⁴	663	鼻公		鼻公	427 430	1221	pʰ i ⁴² k u ŋ ⁴⁴	c261 v191 t027 c831 v027 c795 t030	hak1236
27626	Guangzhou	the nose	pei²²kɔ⁵³	664	鼻哥		鼻哥	427 431	1221	p e i ²² k ɔ ⁵³	c288 v200 v191 t002 c831 v067 t037	yuec1235
27627	Yangjiang	the nose	pei⁴⁵⁴	660	鼻		鼻	427	1221	p e i ⁴⁵⁴	c288 v200 v191 t034	yuec1235
27628	Xiamen	the nose	pʰĩ³³₁₁a⁵¹	665	鼻仔	Nasal is strange in this word.	鼻A	427 432	1221	pʰ ĩ ∼ ³³ a ⁵¹	c261 v193 m002 t013 v130 t038	minn1241
27629	Xiamen	the nose	pʰi³³₁₁kʰaŋ⁵⁵	666	鼻埪	[2]	鼻埪	427 433	1221	pʰ i ³³ kʰ a ŋ ⁵⁵	c261 v191 t013 c813 v130 c795 t041	minn1241
27630	Chaozhou	the nose	pʰĩ¹¹	660	鼻	Nasal is strange in this word.	鼻	427	1221	pʰ ĩ ∼ ¹¹	c261 v193 m002 t021	min1241
27631	Fuzhou	the nose	pʰei²¹³	660	鼻		鼻	427	1221	pʰ e i ²¹³	c261 v200 v191 t006	mind1253
26877	Beijing	the rice plant	tau⁵¹tsɿ⁰	422	稻子		稻子	191 192	2026	t a u ⁵¹ ts ɿ ⁰	c118 v130 v027 t038 c015 v082 t023	mand1415
26878	Jinan	the rice plant	tɔ²¹tsɿ⁰	422	稻子		稻子	191 192	2026	t ɔ ²¹ ts ɿ ⁰	c118 v067 t004 c015 v082 t023	mand1415
26879	Shenyang	the rice plant	tau⁴¹tsɿ⁰	422	稻子		稻子	191 192	2026	t a u ⁴¹ ts ɿ ⁰	c118 v130 v027 t029 c015 v082 t023	mand1415
26880	Xian	the rice plant	tʰɑu⁵³tsɿ⁰	422	稻子		稻子	191 192	2026	tʰ ɑ u ⁵³ ts ɿ ⁰	c136 v089 v027 t037 c015 v082 t023	mand1415
26881	Chengdu	the rice plant	tau¹³tsɿ⁵³	422	稻子		稻子	191 192	2026	t a u ¹³ ts ɿ ⁵³	c118 v130 v027 t020 c015 v082 t037	mand1415
26882	Chengdu	the rice plant	ku³¹tsɿ⁵³	423	谷子	[2]	谷子	193 192	2026	k u ³¹ ts ɿ ⁵³	c831 v027 t014 c015 v082 t037	mand1415
26883	Kunming	the rice plant	ku³¹tsɿ⁵³	423	谷子	[2]	谷子	193 192	2026	k u ³¹ ts ɿ ⁵³	c831 v027 t014 c015 v082 t037	mand1415
26884	Hefei	the rice plant	tɔ⁵³	421	稻		稻	191	2026	t ɔ ⁵³	c118 v067 t037	mand1415
26885	Yangzhou	the rice plant	tɔ⁵⁵	421	稻		稻	191	2026	t ɔ ⁵⁵	c118 v067 t041	mand1415
26886	Suzhou	the rice plant	dæ³¹	421	稻		稻	191	2026	d æ ³¹	c143 v198 t014	wuch1236
26887	Wenzhou	the rice plant	dɜ²⁴	421	稻		稻	191	2026	d ɜ ²⁴	c143 v149 t008	wuch1236
26888	Changsha	the rice plant	o¹³	424	禾		禾	194	2026	o ¹³	v042 t020	xian1251
26889	Nanchang	the rice plant	uɔ⁵⁵	424	禾		禾	194	2026	u ɔ ⁵⁵	v027 v067 t041	gan1239
26890	Meixian	the rice plant	vɔ¹²	424	禾		禾	194	2026	v ɔ ¹²	c446 v067 t019	hak1236
26891	Guangzhou	the rice plant	wɔ²¹	424	禾		禾	194	2026	w ɔ ²¹	c457 v067 t004	yuec1235
26892	Guangzhou	the rice plant	tou²²	421	稻	[2]	稻	191	2026	t o u ²²	c118 v042 v027 t002	yuec1235
26893	Yangjiang	the rice plant	wɔ⁴⁴³	424	禾		禾	194	2026	w ɔ ⁴⁴³	c457 v067 t031	yuec1235
26894	Xiamen	the rice plant	tiu³³	421	稻		稻	191	2026	t i u ³³	c118 v191 v027 t013	minn1241
26895	Chaozhou	the rice plant	tiu³⁵	421	稻		稻	191	2026	t i u ³⁵	c118 v191 v027 t017	min1241
26896	Fuzhou	the rice plant	tiu²⁴²	421	稻		稻	191	2026	t i u ²⁴²	c118 v191 v027 t009	mind1253
27437	Kunming	the rice plant	tau¹³tsɿ⁵³	422	稻子		稻子	191 192	2026	t a u ¹³ ts ɿ ⁵³	c118 v130 v027 t020 c015 v082 t037	mand1415
27295	Beijing	the rope	ʂəŋ³⁵tsɿ⁰	543	繩子		繩子	303 304	1218	ʂ ə ŋ ³⁵ ts ɿ ⁰	c699 v155 c795 t017 c015 v082 t023	mand1415
27296	Jinan	the rope	ʂəŋ⁴²tsɿ⁰	543	繩子		繩子	303 304	1218	ʂ ə ŋ ⁴² ts ɿ ⁰	c699 v155 c795 t027 c015 v082 t023	mand1415
27297	Shenyang	the rope	səŋ³⁵tsɿ⁰	543	繩子		繩子	303 304	1218	s ə ŋ ³⁵ ts ɿ ⁰	c087 v155 c795 t017 c015 v082 t023	mand1415
27298	Xian	the rope	ʂəŋ²⁴tsɿ⁰	543	繩子		繩子	303 304	1218	ʂ ə ŋ ²⁴ ts ɿ ⁰	c699 v155 c795 t008 c015 v082 t023	mand1415
27299	Chengdu	the rope	suən³¹tsɿ⁵³	543	繩子		繩子	303 304	1218	s u ə n ³¹ ts ɿ ⁵³	c087 v027 v155 c105 t014 c015 v082 t037	mand1415
27300	Chengdu	the rope	so³¹tsɿ⁵³	545	索子	[2]	索子	305 304	1218	s o ³¹ ts ɿ ⁵³	c087 v042 t014 c015 v082 t037	mand1415
27301	Kunming	the rope	suo³¹tsɿ⁵³	545	索子		索子	305 304	1218	s u o ³¹ ts ɿ ⁵³	c087 v027 v042 t014 c015 v082 t037	mand1415
27302	Hefei	the rope	ʂən⁵⁵	542	繩		繩	303	1218	ʂ ə n ⁵⁵	c699 v155 c105 t041	mand1415
27303	Yangzhou	the rope	səŋ³⁴tsɛ⁰	543	繩子		繩子	303 304	1218	s ə ŋ ³⁴ ts ɛ ⁰	c087 v155 c795 t016 c015 v229 t023	mand1415
27304	Suzhou	the rope	zən²⁴₂₂tsɿ⁴¹₄₄	543	繩子		繩子	303 304	1218	z ə n ²⁴ ts ɿ ⁴¹	c078 v155 c105 t008 c015 v082 t029	wuch1236
27305	Wenzhou	the rope	zəŋ³¹	542	繩		繩	303	1218	z ə ŋ ³¹	c078 v155 c795 t014	wuch1236
27306	Changsha	the rope	sən¹³tsɿ⁰	543	繩子		繩子	303 304	1218	s ə n ¹³ ts ɿ ⁰	c087 v155 c105 t020 c015 v082 t023	xian1251
